witness_qualified	witness_module	failure_class	error_message	reference_bare_name	selected_decl_module	selected_decl_params	candidate_decl_modules	scope_module_count	scope_ambiguous_bare_names
v2.test.claim.identity_captured_navigation.roster_gate.roster_accumulator_copy_analyze_zero_suspects_within_ratchet	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 503ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
v2.test.claim.identity_captured_navigation.roster_gate.red_control_planted_identity_escape_still_alarms	v2.test.claim.identity_captured_navigation.roster_gate	other	witness receipt wall budget exceeded: 502ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					913	99
v2.test.claim.identity_captured_navigation.roster_gate.red_control_planted_identity_escape_finding_count_is_one	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 503ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
v2.test.claim.identity_captured_navigation.roster_gate.green_control_sanctioned_reader_body_not_flagged	v2.test.claim.identity_captured_navigation.roster_gate	other	witness receipt wall budget exceeded: 502ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					913	99
v2.test.claim.identity_captured_navigation.roster_gate.green_control_sanctioned_reader_body_has_no_findings_at_all	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 503ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
v2.test.claim.identity_captured_navigation.roster_gate.unrelated_caret_literal_call_not_flagged	v2.test.claim.identity_captured_navigation.roster_gate	other	witness receipt wall budget exceeded: 501ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					913	99
v2.test.claim.infer_semantics_witness.infer_semantics_witness_keystone_holds	v2.test.claim.infer_semantics_witness	other	type error: hermetic mode: no mock_response for operation IsExecutable — refusing to fabricate Unit					915	97
v2.test.intent_linearity.lens_unit.discriminators.unroll_detected_by_registry	v2.test.intent_linearity.lens_unit.discriminators	other	returned Bool(false)					915	98
v2.test.intent_linearity.lens_unit.discriminators.residual_is_n_minus_one	v2.test.intent_linearity.lens_unit.discriminators	other	returned Bool(false)					915	98
v2.test.intent_linearity.lens_unit.discriminators.body_with_unroll_is_not_linear	v2.test.intent_linearity.lens_unit.discriminators	other	returned Bool(false)					915	98
v2.test.intent_linearity.lens_unit.runtime_axis.nested_loop_cost_is_lowerable	v2.test.intent_linearity.lens_unit.runtime_axis	no_such_function	no such function: symbolic_cost_of_node	symbolic_cost_of_node				17	0
v2.test.intent_linearity.lens_unit.runtime_axis.flat_loop_cost_not_lowerable	v2.test.intent_linearity.lens_unit.runtime_axis	no_such_function	no such function: symbolic_cost_of_node	symbolic_cost_of_node				17	0
v2.test.intent_linearity.lens_unit.runtime_axis.nested_loop_is_runtime_candidate	v2.test.intent_linearity.lens_unit.runtime_axis	no_such_function	no such function: chain_is_simulated	chain_is_simulated				17	0
v2.test.intent_linearity.lens_unit.runtime_axis.flat_loop_not_runtime_candidate	v2.test.intent_linearity.lens_unit.runtime_axis	no_such_function	no such function: chain_is_simulated	chain_is_simulated				17	0
v2.test.intent_linearity.lens_unit.runtime_axis.nested_loop_not_changetime_redundant	v2.test.intent_linearity.lens_unit.runtime_axis	no_such_function	no such function: chain_is_simulated	chain_is_simulated				17	0
v2.test.intent_linearity.lens_unit.runtime_axis.flat_loop_is_linear	v2.test.intent_linearity.lens_unit.runtime_axis	no_such_function	no such function: chain_is_simulated	chain_is_simulated				17	0
v2.test.languages_consumer_census.corpus.data_decl_ratchet.corpus_data_decl_ratchet_holds	v2.test.languages_consumer_census.corpus.data_decl_ratchet	other	exceeded Cpu budget (675ms elapsed against 500ms)					911	97
v2.test.claim.live_read_classification_test.unit_closure_is_local_read	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: LocalRead					917	85
v2.test.claim.live_read_classification_test.two_hop_decl_facts_carrier_is_runtime_read	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: RuntimeRead { carriers: Cons { head: DeclFactsReflection { home: fix.corpus_reader }, tail: Empty } }					917	85
v2.test.claim.live_read_classification_test.two_hop_facts_classify_as_runtime_read	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: RuntimeRead { carriers: Cons { head: DeclFactsReflection { home: fix.corpus_reader }, tail: Empty } }					917	85
v2.test.claim.live_read_classification_test.severed_mid_hop_is_local_read	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: LocalRead					917	85
v2.test.claim.live_read_classification_test.red_control_roster_gate_severed_is_local	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: LocalRead					917	85
v2.test.claim.live_read_classification_test.v0_registry_two_hop_decl_index_runtime_read	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: RuntimeRead { carriers: Cons { head: DeclFactsReflection { home: v2.std.decl_index }, tail: Empty } }					917	85
v2.test.claim.live_read_classification_test.g2_roster_gate_entry_classifies_literal_paths	v2.test.claim.live_read_classification_test	other	eval budget exceeded: 2169ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					917	85
v2.test.claim.live_read_classification_test.g2_roster_gate_literal_path_touched_selects	v2.test.claim.live_read_classification_test	other	eval budget exceeded: 1875ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					917	85
v2.test.claim.live_read_classification_test.g2_implies_reads_live_tree_for_roster_gate	v2.test.claim.live_read_classification_test	other	eval budget exceeded: 1886ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					917	85
v2.test.claim.live_read_classification_test.g2_complete_facts_reachable_home_without_carrier_call_is_local	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: LocalRead					917	85
v2.test.claim.live_read_classification_test.g2_reachable_carrier_call_with_unknown_argument_is_runtime_read	v2.test.claim.live_read_classification_test	other	non-exhaustive pattern match on: RuntimeRead { carriers: Cons { head: FilesystemReadPath { path_pattern: UnknownPath }, tail: Empty } }					917	85
v2.test.manual.english_emit_add.english_emit_add_ingest_round_trip_holds	v2.test.manual.english_emit_add	other	returned Bool(false)					885	45
v2.test.manual.medium_node_instantiation.medium_node_carried_is_expected	v2.test.manual.medium_node_instantiation	no_such_function	no such function: v2_eval_bool_literal_pin	v2_eval_bool_literal_pin				910	97
v2.test.manual.medium_node_instantiation.medium_node_fidelity_is_lossless	v2.test.manual.medium_node_instantiation	no_such_function	no such function: v2_eval_bool_literal_pin	v2_eval_bool_literal_pin				910	97
v2.test.manual.medium_node_instantiation.medium_node_lossy_tag_not_lossless	v2.test.manual.medium_node_instantiation	no_such_function	no such function: v2_eval_bool_literal_pin	v2_eval_bool_literal_pin				910	97
v2.test.manual.medium_source_text_instantiation.witness_source_field_is_medium	v2.test.manual.medium_source_text_instantiation	undefined_variable	undefined variable: SourceFile	SourceFile				910	97
v2.test.manual.value_null_split_witness.optional_null_straddle_rostered_until_phase_e	v2.test.manual.value_null_split_witness	no_such_function	no such function: cross_repr_native_value_null	cross_repr_native_value_null				910	89
v2.test.claim.rust_crate_partition_witness.witness_partition_r4_valid_on_interim_holds	v2.test.claim.rust_crate_partition_witness	other	witness receipt wall budget exceeded: 501ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					24	0
v2.test.claim.source_root_tagging.source_root_tag_carried_and_folded_to_grounded_set	v2.test.claim.source_root_tagging	undefined_variable	undefined variable: SourceFile	SourceFile				910	97
v2.test.claim.staging.cached_stage_hit_skips_stage	v2.test.claim.staging	other	type error: cannot access field 'raw' on Int					910	97
v2.test.claim.staging.cached_stage_miss_runs_stage	v2.test.claim.staging	other	type error: cannot access field 'raw' on Int					910	97
v2.test.structural_similarity.lens_unit.discriminators.width_family_is_similar	v2.test.structural_similarity.lens_unit.discriminators	other	returned Bool(false)					912	97
v2.test.fixture.walk_plan_stage.barrier_witness.walk_plan_stage_barrier_witness_holds	v2.test.fixture.walk_plan_stage.barrier_witness	other	type error: hermetic mode: no mock_response for operation Read — refusing to fabricate Unit					911	84
v2.test.fixture.walk_plan_stage.cleanup.walk_plan_stage_cleanup_holds	v2.test.fixture.walk_plan_stage.cleanup	other	type error: hermetic mode: no mock_response for operation RecursiveForce — refusing to fabricate Unit					30	0
v2.test.fixture.walk_plan_stage.common.walk_plan_stage_materialize_harness_authority_holds	v2.test.fixture.walk_plan_stage.common	other	type error: hermetic mode: no mock_response for operation Write — refusing to fabricate Unit					910	84
v2.test.fixture.walk_plan_stage.failure_red_member.walk_plan_stage_failure_red_member_holds	v2.test.fixture.walk_plan_stage.failure_red_member	other	returned Bool(false)					1	0
v2.test.fixture.walk_plan_stage.overlap_peer_a.walk_plan_stage_overlap_peer_a_holds	v2.test.fixture.walk_plan_stage.overlap_peer_a	other	type error: hermetic mode: no mock_response for operation Parents — refusing to fabricate Unit					15	0
v2.test.fixture.walk_plan_stage.overlap_peer_b.walk_plan_stage_overlap_peer_b_holds	v2.test.fixture.walk_plan_stage.overlap_peer_b	other	type error: hermetic mode: no mock_response for operation Parents — refusing to fabricate Unit					15	0
v2.test.fixture.walk_plan_stage.receipt_refusal_poison.walk_plan_stage_receipt_refusal_poison_holds	v2.test.fixture.walk_plan_stage.receipt_refusal_poison	other	type error: hermetic mode: no mock_response for operation Parents — refusing to fabricate Unit					30	0
